asset_id	prompt_type	subject_label	target_hook	target_output	scene_core_en	historical_context_en	composition_en	focal_objects_en	mood_palette_en	story_line_en	negative_extra_en	scene_core_zh	historical_context_zh	composition_zh	focal_objects_zh	mood_palette_zh	story_line_zh	negative_extra_zh	status	note
portrait_enemy_wakou_raider_fishing_village	battle_portrait	渔村残火倭寇杂兵头像	enemy_wakou_raider_fishing_village	assets/pixel_battle/portraits/portrait_enemy_wakou_raider_fishing_village.png	Formal battle portrait bust for the fishing-village raider|A low-ranking coastal raider with ash, smoke, and rough blade-user identity|Should read as the burned-village enemy, not a generic blademaster	Ming dynasty coastal military old-case pressure|Rough raider clothing, worn saber, ember and smoke traces, no fantasy staging|No modern objects	Half-body or bust portrait with clean readable silhouette|Face and shoulders clear, ash details readable|Subtle transparent or restrained parchment background allowed	fishing-village raider face|ash-stained clothing, worn saber cue, smoke-darkened features	embers after violence|coastal menace|old-case pressure|historical realism|portrait readability	Communicate a small enemy whose presence still carries the weight of burned homes.	No monster design|no gore|no samurai armor|no modern uniform|no fantasy glow	渔村残火倭寇杂兵正式头像|低阶海岸袭击者，带灰烬、烟痕和粗粝刀客身份|要读成烧村残敌，不是通用刀客	明代海疆军务旧案压力|粗粝袭击者服装、旧腰刀、余烬和烟熏痕迹，不要玄幻摆拍|不要现代物件	半身或胸像构图，轮廓清楚|面部和肩部清晰，灰烬细节可读|允许透明背景或克制宣纸底	渔村残敌面容|沾灰服装、旧刀暗示、烟熏五官	暴力后的余烬|海岸危险感|旧案压迫|历史写实|头像可读性清楚	必须传达“小敌人身上也有烧毁家园的重量”。	不要怪物设计|不要血腥特写|不要日本武士甲|不要现代制服|不要玄幻发光	PROMPT_READY	P1 battle portrait prompt for 渔村残火倭寇杂兵头像
portrait_transport_officer_bust	battle_portrait	失械案押运官头像	enemy_blademaster_transport_officer	assets/pixel_battle/portraits/transport_officer.png	Formal battle portrait bust for the transport officer tied to the lost-firearm case|A Ming military escort officer with controlled expression and hidden guilt|Should read as an elite official opponent, not a common raider	Ming dynasty coastal military old-case pressure|Official escort clothing, waist saber, ledger or half-roster clue, no fantasy staging|No modern objects	Half-body or bust portrait with clean readable silhouette|Face and shoulders centered, official rank cues readable|Subtle transparent or restrained parchment background allowed	transport officer face|official escort clothing, waist saber cue, hidden document hint|controlled expression under pressure	official pressure|old-case guilt|restrained danger|historical realism|portrait readability	Communicate an officer who is more dangerous because he knows the paperwork.	No monster design|no modern uniform|no fantasy armor|no exaggerated villain grin|no gore	失械案押运官正式头像|明代军中押运官，表情克制，藏着旧案压力|要读成官方精英敌人，不是普通海寇	明代海疆军务旧案压力|押运官服饰、腰刀、名册或半页文书线索，不要玄幻摆拍|不要现代物件	半身或胸像构图，轮廓清楚|面部和肩部居中，官职身份线索可读|允许透明背景或克制宣纸底	押运官面容|官方押运服饰、腰刀暗示、藏文书线索|压力下的克制表情	官方压迫|旧案负罪|克制危险|历史写实|头像可读性清楚	必须传达“他危险，因为他知道文书和流向”。	不要怪物设计|不要现代制服|不要玄幻甲胄|不要夸张反派笑|不要血腥特写	PROMPT_READY	P1 battle portrait prompt for 失械案押运官头像
portrait_mutiny_camp_leader	battle_portrait	兵变营头头像	enemy_mutiny_camp_leader	assets/pixel_battle/portraits/portrait_mutiny_camp_leader.png	Formal battle portrait bust for the mutiny-camp leader|An unpaid old garrison spearman, exhausted and angry but not villainous|Should read as a tragic military opponent in the first act	Ming dynasty coastal military old-case pressure|Worn garrison clothing, damaged spear cue, hunger and fatigue, no fantasy staging|No modern objects	Half-body or bust portrait with clean readable silhouette|Face and shoulders clear, spear or camp cue restrained|Subtle transparent or restrained parchment background allowed	mutiny camp leader face|tired eyes, worn garrison clothing, damaged spear cue|human anger without villain caricature	mutiny pressure|military hunger|tragic restraint|historical realism|portrait readability	Communicate a man blocking the road because the army has already failed him.	No monster design|no modern uniform|no fantasy armor|no exaggerated villain face|no gore	兵变营头正式头像|欠饷旧兵，疲惫愤怒，但不是纯反派|要读成第一幕有悲剧感的军伍敌人	明代海疆军务旧案压力|破旧营兵服饰、损坏长枪暗示、饥疲感，不要玄幻摆拍|不要现代物件	半身或胸像构图，轮廓清楚|面部和肩部清晰，长枪或营门暗示克制|允许透明背景或克制宣纸底	兵变营头面容|疲惫眼神、旧营兵衣装、破损长枪暗示|不是反派脸谱的人性怒意	兵变压迫|军伍饥寒|悲剧克制|历史写实|头像可读性清楚	必须传达“他挡路，是因为军伍已经亏欠他”。	不要怪物设计|不要现代制服|不要玄幻甲胄|不要夸张反派脸|不要血腥特写	PROMPT_READY	P1 battle portrait prompt for 兵变营头头像
portrait_wakou_boss_bust	battle_portrait	破船倭寇首领头像	enemy_blademaster_wakou_leader	assets/pixel_battle/portraits/wakou_boss_bust.png	Formal battle portrait bust for the broken-ship wakou leader|A small coastal raider leader who knows the firearm route and watches the shore|Should read as a boss identity, controlled and dangerous	Ming dynasty coastal military old-case pressure|Rough leader clothing, worn saber, shipwreck and firearm-crate hints, no fantasy staging|No modern objects	Half-body or bust portrait with clean readable silhouette|Face and shoulders clear, shoreward gaze and leader cues readable|Subtle transparent or restrained parchment background allowed	wakou leader face|shoreward gaze, worn saber cue, broken-ship or firearm-crate hint|controlled boss presence	boss pressure|shipwreck menace|old-case knowledge|historical realism|portrait readability	Communicate a leader who is already looking toward the unseen hand behind the case.	No monster design|no pirate fantasy spectacle|no samurai armor|no modern uniform|no fantasy glow	破船倭寇首领正式头像|小股海寇首领，知道火器流向，目光看岸不看海|要读成 Boss 身份，克制且危险	明代海疆军务旧案压力|粗粝首领服饰、旧腰刀、破船和火器箱暗示，不要玄幻摆拍|不要现代物件	半身或胸像构图，轮廓清楚|面部和肩部清晰，向岸目光与首领身份线索可读|允许透明背景或克制宣纸底	倭寇首领面容|向岸目光、旧刀暗示、破船或火器箱线索|克制 Boss 压迫感	Boss 压迫|破船危险|旧案知情|历史写实|头像可读性清楚	必须传达“他已经在看旧案背后那只手”。	不要怪物设计|不要海盗奇观化|不要日本武士甲|不要现代制服|不要玄幻发光	PROMPT_READY	P1 battle portrait prompt for 破船倭寇首领头像
prologue_master_rescue	battle_background	黑潮救援	prologue_master_rescue	assets/pixel_battle/backgrounds/battle_bg_black_tide.png	A formal Ming coastal battle scene for 黑潮救援|The background should replace temporary legacy art with a distinct formal battle location identity|Visible traces should support combat readability without oversized foreground figures	Ming dynasty coastal military old-case pressure|Historically credible coastal terrain, military traces, and restrained evidence cues|No modern objects or fantasy staging	Side-view 2D battle background with a clear combat lane in the middle-lower area|Keep lower 33 percent calm for UI and subtitle safety|Place the main location cue and evidence in the upper and middle thirds	a clear location-defining landmark for 黑潮救援|readable ground traces and route cues|restrained military or coastal evidence tied to the old case	coastal military tension|old-case pressure|restrained danger|historical realism|clear combat readability	Communicate the identity of 黑潮救援 as a distinct battle location, not a reused placeholder scene.	No reused-placeholder composition|no portrait-like faces|no chaotic clutter that blocks combat readability	为“黑潮救援”准备的明代海疆正式战斗场景|这张背景需要替换当前旧 runtime，建立独立地点识别|画面要保留清晰战斗带，不要前景人物挡住站位	明代海疆军务旧案压力|海岸地形、军务痕迹和证据线索要可信克制|不要现代物件和玄幻摆拍	用于 2D 横版战斗背景，中下部保留清晰战斗带|下方 33% 保持干净，给 UI 和字幕留安全区|主要地点线索与证据放在上中部	能定义“黑潮救援”地点身份的核心景物|清晰地面痕迹与路线线索|与旧案相关的克制军务或海岸证据	海疆军务张力|旧案压迫|克制危险|历史写实|战斗可读性清楚	必须明确传达“黑潮救援”是独立战斗地点，而不是复用占位背景。	不要复用旧图式构图|不要大头像人脸|不要杂乱元素挡住战斗带	PROMPT_READY	P1 backlog seeded prompt for 黑潮救援
first_act_beach_ambush	battle_background	海边伏击	first_act_beach_ambush	assets/pixel_battle/backgrounds/battle_bg_coast_ambush.png	A formal Ming coastal battle scene for 海边伏击|The background should preserve combat readability while establishing a distinct coastal ambush identity|Visible traces should support the opening conflict without oversized foreground figures	Ming dynasty coastal military old-case pressure|Historically credible coastal terrain, militia or military traces, and restrained weapon evidence|No modern objects or fantasy staging	Side-view 2D battle background with a clear combat lane in the middle-lower area|Keep lower 33 percent calm for UI and subtitle safety|Place the main coastal cue and ambush evidence in the upper and middle thirds	a clear location-defining landmark for 海边伏击|readable sand, tide, and route traces|restrained military evidence tied to the old case	coastal military tension|opening ambush pressure|old-case suspicion|historical realism|clear combat readability	Communicate the identity of 海边伏击 as a distinct first-act battle location, not a generic beach scene.	No reused-placeholder composition|no portrait-like faces|no chaotic clutter that blocks combat readability	为“海边伏击”准备的明代海疆正式战斗场景|画面要保持战斗可读性，并建立独立海岸伏击地点身份|用地点痕迹支撑开场冲突，不要大尺寸前景人物挡住站位	明代海疆军务旧案压力|海岸地形、民勇或军务痕迹和兵器证据要可信克制|不要现代物件和玄幻摆拍	用于 2D 横版战斗背景，中下部保留清晰战斗带|下方 33% 保持干净，给 UI 和字幕留安全区|主要海岸线索与伏击证据放在上中部	能定义“海边伏击”地点身份的核心景物|清晰沙地、潮线与路线痕迹|与旧案相关的克制军务证据	海疆军务张力|开场伏击压迫|旧案疑云|历史写实|战斗可读性清楚	必须明确传达“海边伏击”是第一幕独立战斗地点，而不是通用海滩图。	不要复用旧图式构图|不要大头像人脸|不要杂乱元素挡住战斗带	PROMPT_READY	P1 backlog seeded prompt for 海边伏击
first_act_fishing_village_embers	battle_background	渔村残火	first_act_fishing_village_embers	assets/pixel_battle/backgrounds/battle_bg_fishing_village_embers.png	A formal Ming coastal battle scene for 渔村残火|The background should replace temporary legacy art with a distinct burned fishing village battle identity|Visible traces should support combat readability without oversized foreground figures	Ming dynasty coastal military old-case pressure|Historically credible fishing village ruins, coastal terrain, military traces, and restrained evidence cues|No modern objects or fantasy staging	Side-view 2D battle background with a clear combat lane in the middle-lower area|Keep lower 33 percent calm for UI and subtitle safety|Place burned village structures, smoke, and evidence in the upper and middle thirds	a clear location-defining landmark for 渔村残火|readable ash, footprints, and route cues|restrained military evidence tied to the old case	coastal military tension|embers after violence|old-case pressure|historical realism|clear combat readability	Communicate the identity of 渔村残火 as a distinct battle location, not a reused placeholder scene.	No reused-placeholder composition|no portrait-like faces|no chaotic clutter that blocks combat readability	为“渔村残火”准备的明代海疆正式战斗场景|这张背景需要替换当前旧 runtime，建立独立烧毁渔村战斗地点身份|画面要保留清晰战斗带，不要前景人物挡住站位	明代海疆军务旧案压力|渔村废墟、海岸地形、军务痕迹和证据线索要可信克制|不要现代物件和玄幻摆拍	用于 2D 横版战斗背景，中下部保留清晰战斗带|下方 33% 保持干净，给 UI 和字幕留安全区|烧毁村屋、烟痕与证据放在上中部	能定义“渔村残火”地点身份的核心景物|清晰灰烬、脚印与路线线索|与旧案相关的克制军务证据	海疆军务张力|暴力后的余烬|旧案压迫|历史写实|战斗可读性清楚	必须明确传达“渔村残火”是独立战斗地点，而不是复用占位背景。	不要复用旧图式构图|不要大头像人脸|不要杂乱元素挡住战斗带	PROMPT_READY	P1 backlog seeded prompt for 渔村残火
first_act_transport_officer	battle_background	押运官对峙	first_act_transport_officer	assets/pixel_battle/backgrounds/battle_bg_transport_road.png	A formal Ming coastal battle scene for 押运官对峙|The background should replace temporary legacy art with a distinct transport-road confrontation identity|Visible traces should support combat readability without oversized foreground figures	Ming dynasty coastal military old-case pressure|Historically credible escort road, official transport traces, military hardware, and restrained evidence cues|No modern objects or fantasy staging	Side-view 2D battle background with a clear combat lane in the middle-lower area|Keep lower 33 percent calm for UI and subtitle safety|Place carts, road traces, seals, and official pressure cues in the upper and middle thirds	a clear location-defining landmark for 押运官对峙|readable wheel ruts, boot tracks, and route cues|restrained military evidence tied to the old case	official escort pressure|old-case suspicion|restrained danger|historical realism|clear combat readability	Communicate the identity of 押运官对峙 as a distinct battle location, not a reused transport-road placeholder.	No reused-placeholder composition|no portrait-like faces|no chaotic clutter that blocks combat readability	为“押运官对峙”准备的明代海疆正式战斗场景|这张背景需要替换当前旧 runtime，建立独立押运官道对峙地点身份|画面要保留清晰战斗带，不要前景人物挡住站位	明代海疆军务旧案压力|押运官道、官方运输痕迹、军械细节和证据线索要可信克制|不要现代物件和玄幻摆拍	用于 2D 横版战斗背景，中下部保留清晰战斗带|下方 33% 保持干净，给 UI 和字幕留安全区|车马、路痕、封记与官方压迫线索放在上中部	能定义“押运官对峙”地点身份的核心景物|清晰车辙、脚印与路线线索|与旧案相关的克制军务证据	官方押运压迫|旧案疑云|克制危险|历史写实|战斗可读性清楚	必须明确传达“押运官对峙”是独立战斗地点，而不是复用官道占位背景。	不要复用旧图式构图|不要大头像人脸|不要杂乱元素挡住战斗带	PROMPT_READY	P1 backlog seeded prompt for 押运官对峙
first_act_mutiny_camp	battle_background	欠饷营门	first_act_mutiny_camp	assets/pixel_battle/backgrounds/battle_bg_mutiny_camp.png	A formal Ming coastal battle scene for 欠饷营门|The background should replace temporary legacy art with a distinct military camp gate battle identity|Visible traces should support combat readability without oversized foreground figures	Ming dynasty coastal military old-case pressure|Historically credible coastal garrison camp, unpaid-soldier tension, official traces, and restrained evidence cues|No modern objects or fantasy staging	Side-view 2D battle background with a clear combat lane in the middle-lower area|Keep lower 33 percent calm for UI and subtitle safety|Place camp gate, banners, pay-table traces, and military pressure cues in the upper and middle thirds	a clear location-defining landmark for 欠饷营门|readable packed earth, boot tracks, and route cues|restrained official evidence tied to the old case	mutiny pressure|military hunger|old-case suspicion|historical realism|clear combat readability	Communicate the identity of 欠饷营门 as a distinct battle location, not a reused camp placeholder.	No reused-placeholder composition|no portrait-like faces|no chaotic clutter that blocks combat readability	为“欠饷营门”准备的明代海疆正式战斗场景|这张背景需要替换当前旧 runtime，建立独立军营门前战斗地点身份|画面要保留清晰战斗带，不要前景人物挡住站位	明代海疆军务旧案压力|海防军营、欠饷兵变张力、官方痕迹和证据线索要可信克制|不要现代物件和玄幻摆拍	用于 2D 横版战斗背景，中下部保留清晰战斗带|下方 33% 保持干净，给 UI 和字幕留安全区|营门、旗帜、饷银痕迹与军伍压迫线索放在上中部	能定义“欠饷营门”地点身份的核心景物|清晰夯土地、脚印与路线线索|与旧案相关的克制官方证据	兵变压迫|军伍饥寒|旧案疑云|历史写实|战斗可读性清楚	必须明确传达“欠饷营门”是独立战斗地点，而不是复用营地占位背景。	不要复用旧图式构图|不要大头像人脸|不要杂乱元素挡住战斗带	PROMPT_READY	P1 backlog seeded prompt for 欠饷营门
first_act_wakou_boss	battle_background	破船决战	first_act_wakou_boss	assets/pixel_battle/backgrounds/battle_bg_broken_ship.png	A formal Ming coastal boss battle scene for 破船决战|The background should replace temporary legacy art with a distinct broken-ship final confrontation identity|Visible traces should support combat readability without oversized foreground figures	Ming dynasty coastal military old-case pressure|Historically credible shipwreck coast, diverted weapon traces, military-criminal evidence, and restrained danger cues|No modern objects or fantasy staging	Side-view 2D boss battle background with a clear combat lane in the middle-lower area|Keep lower 33 percent calm for UI and subtitle safety|Place broken hull, opened crates, ropes, and old-case evidence in the upper and middle thirds	a clear location-defining broken ship landmark for 破船决战|readable planks, mud, rope, and route cues|restrained firearm-crate or military evidence tied to the old case	boss confrontation pressure|shipwreck menace|old-case evidence|historical realism|clear combat readability	Communicate the identity of 破船决战 as a distinct boss battle location, not a reused shipwreck placeholder.	No reused-placeholder composition|no portrait-like faces|no chaotic clutter that blocks combat readability	为“破船决战”准备的明代海疆正式 Boss 战斗场景|这张背景需要替换当前旧 runtime，建立独立破船决战地点身份|画面要保留清晰战斗带，不要前景人物挡住站位	明代海疆军务旧案压力|破船海岸、失落兵械痕迹、军务犯罪证据和危险线索要可信克制|不要现代物件和玄幻摆拍	用于 2D 横版 Boss 战斗背景，中下部保留清晰战斗带|下方 33% 保持干净，给 UI 和字幕留安全区|破船、开口箱、绳索与旧案证据放在上中部	能定义“破船决战”地点身份的破船核心景物|清晰木板、黑泥、绳索与路线线索|与旧案相关的克制火器箱或军务证据	Boss 对决压迫|破船危险感|旧案证据在场|历史写实|战斗可读性清楚	必须明确传达“破船决战”是独立 Boss 战斗地点，而不是复用破船占位背景。	不要复用旧图式构图|不要大头像人脸|不要杂乱元素挡住战斗带	PROMPT_READY	P1 backlog seeded prompt for 破船决战
chapter3_escort_clash	battle_background	押运冲突	chapter3_escort_clash	assets/pixel_battle/backgrounds/battle_bg_chapter3_escort_clash.png	A tense Ming military escort route on a damp coastal road shortly before or after rain|A disciplined convoy has stopped in formation with wooden weapon crates and sealed cargo carts in a neat line|A small firearm touch-hole flashes first in the dim air and smoke has just begun to curl|The escort soldiers remain unnaturally still and the formation has not broken	Ming dynasty coastal military world under official escort pressure|Lost-firearm old-case tension and military cover-up anxiety|Practical Ming details such as lacquered wooden crates, fresh seal mud, escort tally tags, wet wheel ruts, mud, waist sabers, and early Ming firearms as evidence rather than modern gunplay	Side-view 2D battle background with a clear horizontal combat lane across the middle-lower area|Keep the central ground readable and not cluttered for two character sprites|Place convoy, crates, smoke, and still formation in the upper and middle thirds|Keep the lower 33 percent visually calm and safe for UI and subtitle space|No protagonist in the background and no large foreground figure blocking the lane	a dim firearm flash or smoking touch-hole|sealed wooden weapon crates with fresh official seal marks|straight wet wheel ruts and synchronized boot tracks|soldiers standing too neatly with an unbroken formation|a half-hidden escort tally tag or document near a crate	orderly military pressure|restrained danger|old-case suspicion|damp road tension|trained official convoy rather than chaotic bandits	Communicate the line: the firearm speaks before the men move, and the formation does not scatter.	No large portrait-like faces|no modern-style gunfight staging|no explosive action pose as the main focal point	雨后或潮湿天气下的明代海疆押运官道|押运队停在路上，木制军械箱和封漆货车排成整齐一线|一处明代火器火门先在昏暗空气里闪出暗光，烟刚刚卷起|押运士兵仍保持异常整齐的队形，没有散乱	明代海防军务世界中的官方押运场景|失械旧案与军门压案的压迫感|要有可信的明代细节：漆木箱、新鲜官封火漆、押运牌、湿车辙、泥地、腰刀、少量早期明制火器，火器是证据和威胁，不是现代枪战	用于 2D 横版战斗背景，中下部保留清晰横向战斗空地|中央地面要清楚可读，方便角色 sprite 站位|押运队、军械箱、烟、火门闪光、整齐队形放在画面上中部|下方 33% 保持干净，给 UI 和字幕留安全区|不要在背景里画主角，也不要有大尺寸前景人物挡住战斗带	火门暗光或初起烟线|带新鲜官封的军械木箱|笔直湿车辙和整齐脚印|队形没有散的押运士兵|木箱边半露的押运牌或文书	军伍秩序压迫感|克制危险|旧案疑云|潮湿官道张力|受过训练的官方押运队，不是乱匪	必须明确传达“火门先响，人后动，阵型未散”。	不要大头像式人物面部|不要现代枪战构图|不要把爆炸性动作做成唯一主焦点	PROMPT_READY	第三章押运冲突正式场景提示词
chapter4_tide_bandits	battle_background	潮滩截杀	chapter4_tide_bandits	assets/pixel_battle/backgrounds/battle_bg_chapter4_tide_bandits.png	A low-tide mudflat near the coast under dim overcast light|Ambushers cut off the route in shallow water and the blade edge glints close to the surface|The tide retreats slowly while armed men arrive unnaturally fast from multiple sides|The first spear point reaches the lane before full bodies are clearly seen	Ming dynasty coastal military suppression zone with hidden old-case pressure|This is a trained interception by armed men, not a chaotic pirate mob|Include practical details: wet mud layers, shallow tidal pools, worn wooden stakes, mixed official and civilian boot marks, a few damaged transport traces, and restrained Ming weapon silhouettes	Side-view 2D battle background with a stable horizontal combat lane in the middle-lower area|Keep central ground clear enough for two combat sprites and readable foot placement in wet mud|Place ambush pressure, glinting steel, and tide textures in upper and middle thirds|Keep lower 33 percent visually calm for subtitle and combat UI safety|No protagonist in background and no oversized foreground character	a blade edge reflecting cold light in shallow water|fresh disturbance lines where mud splits into two tones|early spear-point silhouette entering from side reeds or stake shadows|mixed boot marks suggesting organized interception|faint abandoned transport traces near tide line	tidal chill|interception pressure|old-case suspicion|orderly violence|coastal military dread	Communicate the line: the tide moves slowly, the men move fast, and the first spear arrives before speech.	No heroic duel posing|no crowd chaos wall that blocks combat readability|no modern tactical gear	退潮后的海边潮滩与湿泥地，在阴天冷色光下展开|有人在浅水里截路，刀锋贴着水面发冷光|潮水退得很慢，但伏兵来得很快，从多侧压进|枪锋先到，人影后显，形成受训队形压迫	明代海疆军务封控地带，背后有旧案压力|这是受训练的拦截，不是海寇乱战|细节要可信：湿泥分层、浅水洼、旧木桩、官靴与便靴混合脚印、少量押运残痕、克制的明制兵器轮廓	用于 2D 横版战斗背景，中下部保留稳定横向战斗带|中央地面要清楚，角色站位脚点在湿泥中仍可读|伏击压迫、冷光刀锋、潮滩纹理放在上中部|下方 33% 保持干净，给字幕和战斗 UI 留安全区|不要在背景里画主角，也不要大尺寸前景人物遮挡战斗带	浅水里反冷光的刀锋|泥色分成两层的扰动线|从芦影或木桩阴影先伸出的枪锋轮廓|显示组织化拦截的混合脚印|潮线附近若隐若现的押运残痕	潮滩寒意|截杀压迫|旧案疑云|秩序化暴力|海疆军务阴影	必须明确传达“潮退很慢，人来很快，枪锋先到”。	不要英雄摆拍式决斗|不要人群乱作一团挡住可读性|不要现代战术装备	PROMPT_READY	第四章潮滩截杀正式场景提示词
boss_ext_wakou_leader_node	narrative_background	破船首领节点图	boss_ext_wakou_leader_battle	assets/pixel_battle/backgrounds/narrative_boss_ext_wakou_leader.png	A broken coastal ship stranded at low tide with dark wet planks, torn sail cloth, and opened firearm crates near the hold|The leader has not been framed as a portrait; instead his presence is implied by a small standing silhouette near the crates, looking toward the shore rather than the sea|Cold wind moves smoke and rag strips while the tide has already fallen away, leaving exposed mud, rope, and splintered hull shadows|The scene should feel like the moment before the boss confrontation, when evidence, danger, and silence gather in one place	Ming dynasty coastal old-case pressure centered on diverted firearms and a trained pirate leader who knows too much|This is not a romantic pirate tableau but a military-criminal scene tied to official cover-up anxiety|Include practical Ming coastal details: damaged transport crates, visible firearm hardware, wet rope, broken mast fragments, dark tidal mud, and restrained blade silhouettes	Side-view 2D narrative background for a boss node with readable central space and no oversized character portrait|Place broken ship mass, opened crates, and the implied leader presence in the upper and middle thirds|Keep the lower 33 percent visually calm for subtitle and UI safety|No protagonist in the image and no large foreground body blocking the scene|The frame should read as a location reveal, not an action pose	a half-open firearm crate with iron fittings and dark interior|a small human silhouette near the hold looking shoreward|wet deck planks, torn rope, and broken mast fragments|tide-line mud and exposed hull ribs|a restrained blade glint or scabbard edge near the crate	shipwreck menace|evidence before confrontation|shoreward vigilance|old-case pressure|coastal dread	Communicate the line: the tide has fallen, the crates are real, and the leader is already watching the shore.	No full-screen character portrait|no romantic pirate fantasy staging|no flashy duel pose as the focal point	退潮后的海边破船搁浅，湿冷甲板、破帆碎布、开口火器箱靠近船舱|不要把首领画成肖像大头，只用靠近火器箱、望向岸上的小型人影暗示其存在|冷风吹动烟气和破布，潮水已经退下，露出湿泥、绳索和断裂船肋阴影|整体要像 Boss 对决前一刻，证据、危险和沉默聚在同一处	明代海疆旧案压力集中在失落火器与知情过多的倭寇首领身上|这不是浪漫化海寇图景，而是与军门压案相关的军务犯罪现场|细节要可信：损坏押运箱、可辨识的火器金属件、湿绳、断桅残片、潮滩黑泥、克制的刀兵轮廓	用于 Boss 节点的 2D 叙事场景背景，中央空间要可读，不要大头像|破船体量、开口火器箱、首领存在感放在上中部|下方 33% 保持干净，给字幕和 UI 留安全区|不要画主角，也不要用大尺寸前景人物挡住画面|整幅图应更像地点揭示，而不是摆拍动作	半开的火器木箱与铁件|靠近船舱、望向岸上的小人影|湿甲板、断绳与断桅残片|潮线黑泥与外露船肋|木箱旁克制的刀光或刀鞘边缘	破船压迫感|对决前证据在场|向岸戒备|旧案压力|海疆寒意	必须明确传达“潮已退，箱是真，首领先看岸上”。	不要整屏人物肖像|不要浪漫化海盗奇观|不要把决斗姿态当作主焦点	PROMPT_READY	Boss扩展章破船首领节点正式场景提示词
boss_ext_master_freeze_arrow	narrative_background	师父见箭停手	boss_ext_master_freeze_arrow	assets/pixel_battle/backgrounds/narrative_boss_ext_master_freeze_arrow.png	On a dim low-tide shipwreck edge, a sudden arrow is lodged into wet timber near the old master's path and he stops mid-step|The old master should not appear as a portrait close-up; only a restrained small silhouette or partial back figure is allowed to indicate halted movement|Open firearm crates, rope, and broken mast fragments remain visible behind him, linking this moment to the old firearms case|Sea wind pushes smoke and torn cloth strips while mud and exposed hull ribs emphasize the fallen tide and immediate danger	Ming dynasty coastal military old-case pressure where witnesses are silenced before they speak|This is a disciplined warning shot in a military-criminal scene, not a fantasy duel|Include practical details: weathered ship planks, damp rope, crate iron fittings, dark tidal mud, restrained Ming weapon traces, and no modern objects	Side-view 2D narrative background for a key event node with clear readable middle space|Place the lodged arrow, halted master silhouette, and open crates in upper and middle thirds|Keep lower 33 percent visually calm for subtitle and UI safety|No protagonist in frame and no oversized foreground body|Frame should read as a narrative stop-beat, not an action explosion	a freshly lodged arrow in wet wood with small splinter marks|a restrained stopped silhouette of the old master near the arrow line|open firearm crates and iron fittings behind the halted line|broken mast ribs, wet rope, and dark mud textures|a narrow shoreward sightline suggesting unseen attackers	a held breath before betrayal|silencing pressure|shipwreck chill|old-case fear|military conspiracy undertone	Communicate the line: one arrow stops one man, and the coast goes silent.	No full-screen portrait face|no heroic duel posing|no fantasy glowing projectile	昏暗退潮的破船边缘，一支箭突然钉入师父行进线旁的湿木，师父在迈步间停住|不要把师父画成肖像大头，只允许克制的小型人影或背影局部，强调“停住”而非人物特写|身后仍可见开口火器箱、绳索和断桅残片，把这一刻和旧案火器证据连起来|海风推动烟气与破布，潮下黑泥和外露船肋强化“潮已退、险已近”	明代海疆军务旧案压力下，知情者在开口前被灭口威胁|这是军务犯罪场景中的纪律化示警，不是玄幻决斗|细节要可信：旧木甲板、湿绳、箱体铁件、潮滩黑泥、克制的明制兵器痕迹，不要现代元素	用于关键事件节点的 2D 叙事场景背景，中部空间要清晰可读|钉入木板的箭、停住的师父人影、开口火器箱放在上中部|下方 33% 保持干净，给字幕和 UI 留安全区|不要画主角，不要大尺寸前景人物|整幅图要像叙事“停拍”瞬间，而不是动作爆发	湿木上的新钉箭与细小木屑|箭线附近克制停步的师父人影|停步线后方可见的开口火器箱与铁件|断桅船肋、湿绳和潮下黑泥纹理|指向岸侧的狭窄视线，暗示看不见的放箭者	背叛前一口气|灭口压迫|破船寒意|旧案恐惧|军门阴谋余压	必须明确传达“一箭止一人，海岸即刻沉默”。	不要整屏人脸肖像|不要英雄式对决摆拍|不要玄幻发光箭特效	PROMPT_READY	Boss扩展章师父见箭停手正式场景提示词
