candidate_type	file_path	symbol_or_line	matched_keyword	evidence	likely_role	confidence	risk_level	recommended_action	notes
reward_generation_function	scripts/narrative_demo_choice_combat_controller.gd	_battle_growth_reward_for_source	reward	func _battle_growth_reward_for_source(source_index: int) -> Dictionary:	可能是奖励生成逻辑	medium	medium	后续由单一 adapter 接管奖励生成输入，函数保持调用层稳定。	需区分卡牌奖励与叙事资源奖励两条链路。
reward_generation_function	scripts/narrative_demo_ui_focus_controller.gd	_battle_growth_reward_for_source	reward	return _runtime()._battle_growth_reward_for_source(source_index)	可能是奖励生成逻辑	medium	medium	后续由单一 adapter 接管奖励生成输入，函数保持调用层稳定。	需区分卡牌奖励与叙事资源奖励两条链路。
reward_apply_entry	scripts/battle_controller_core_session_rewards.gd	_pick_reward_card	reward	"func _pick_reward_card(card: CardData, source_label: String = ""得招"") -> void:"	可能是奖励写入玩家状态逻辑	high	medium	adapter 输出标准奖励结构后，通过单一应用入口落地。	要求 adapter 失败不影响该入口的 legacy 执行。
reward_apply_entry	scripts/battle_controller_core_session_rewards.gd	_pick_reward_card	获得	"_log(""你通过【%s】获得了 [color=#95e1d3]%s[/color]，已加入长期牌库。"" % [source_label, card.display_name])"	可能是奖励写入玩家状态逻辑	high	medium	adapter 输出标准奖励结构后，通过单一应用入口落地。	要求 adapter 失败不影响该入口的 legacy 执行。
reward_apply_entry	scripts/narrative_battle_context.gd	apply_player_growth	reward	static func apply_player_growth(source: String, hp_gain: int = 0, posture_gain: int = 0, martial_gain: int = 0, heal_full: bool = false) -> void:	可能是奖励写入玩家状态逻辑	high	medium	adapter 输出标准奖励结构后，通过单一应用入口落地。	要求 adapter 失败不影响该入口的 legacy 执行。（seed）
reward_apply_entry	scripts/narrative_battle_context.gd	grant_player_cards	reward	static func grant_player_cards(card_ids: Array) -> void:	可能是奖励写入玩家状态逻辑	high	medium	adapter 输出标准奖励结构后，通过单一应用入口落地。	要求 adapter 失败不影响该入口的 legacy 执行。（seed）
reward_apply_entry	scripts/narrative_demo_formal_controller.gd	_apply_battle_result_reward	reward	"int(reward.get(""martial_gain"", 0)),"	可能是奖励写入玩家状态逻辑	high	medium	adapter 输出标准奖励结构后，通过单一应用入口落地。	要求 adapter 失败不影响该入口的 legacy 执行。
reward_apply_entry	scripts/narrative_demo_safe_controller.gd	_apply_battle_result_reward	reward	_safe_runtime().apply_battle_result_reward(source_index)	可能是奖励写入玩家状态逻辑	high	medium	adapter 输出标准奖励结构后，通过单一应用入口落地。	要求 adapter 失败不影响该入口的 legacy 执行。
reward_display_entry	scripts/battle_controller_core_session_rewards.gd	_open_gain_move	gain	func _open_gain_move() -> void:	可能是奖励展示逻辑	high	medium	保持 UI 展示层不感知 runtime 细节，只接收统一奖励结果。	展示层可用于 shadow 信息透出，但不改变正式奖励写入。
reward_display_entry	scripts/battle_controller_core_session_rewards.gd	_open_gain_move	reward	"actions.append({""text"": card.short_summary(), ""callback"": Callable(self, ""_pick_reward_card"").bind(card)})"	可能是奖励展示逻辑	high	medium	保持 UI 展示层不感知 runtime 细节，只接收统一奖励结果。	展示层可用于 shadow 信息透出，但不改变正式奖励写入。
reward_display_entry	scripts/battle_controller_core_session_rewards.gd	_open_gain_move	rewards	var picks := _sample_rewards(3)	可能是奖励展示逻辑	high	medium	保持 UI 展示层不感知 runtime 细节，只接收统一奖励结果。	展示层可用于 shadow 信息透出，但不改变正式奖励写入。
reward_display_entry	scripts/battle_controller_visual_story_return.gd	_show_battle_result_overlay	result	func _show_battle_result_overlay(victory: bool) -> void:	可能是奖励展示逻辑	high	medium	保持 UI 展示层不感知 runtime 细节，只接收统一奖励结果。	展示层可用于 shadow 信息透出，但不改变正式奖励写入。（seed）
debug_or_test_entry	scripts/Main_combat.gd	_begin_player_turn	获得	"_log(""你在优势距离起势，额外获得 1 势，且本回合首次攻击额外削敌 1 势。"")"	可能是测试战斗或 debug 入口	medium	low	runtime_test 模式仅允许从这类入口显式启用。	可作为 runtime_test 白名单入口。
debug_or_test_entry	scripts/Main_combat.gd	_effect_guard	获得	"_log(""你获得 %d 格挡。"" % amount)"	可能是测试战斗或 debug 入口	medium	low	runtime_test 模式仅允许从这类入口显式启用。	可作为 runtime_test 白名单入口。
debug_or_test_entry	scripts/Main_combat.gd	_enemy_phase	获得	"_log(""%s 先稳住架势，获得 %d 格挡。"" % [enemy[""name""], intent[""guard""]])"	可能是测试战斗或 debug 入口	medium	low	runtime_test 模式仅允许从这类入口显式启用。	可作为 runtime_test 白名单入口。
debug_or_test_entry	scripts/Main_combat.gd	_on_card_pressed	reward	if battle_over or reward_pending:	可能是测试战斗或 debug 入口	medium	low	runtime_test 模式仅允许从这类入口显式启用。	可作为 runtime_test 白名单入口。
debug_or_test_entry	scripts/Main_combat.gd	_on_end_turn_pressed	reward	if battle_over or reward_pending:	可能是测试战斗或 debug 入口	medium	low	runtime_test 模式仅允许从这类入口显式启用。	可作为 runtime_test 白名单入口。
debug_or_test_entry	scripts/Main_combat.gd	_reward_text	reward	func _reward_text(card_id: String) -> String:	可能是测试战斗或 debug 入口	medium	low	runtime_test 模式仅允许从这类入口显式启用。	可作为 runtime_test 白名单入口。
debug_or_test_entry	scripts/Main_combat.gd	_start_battle	reward	reward_pending = false	可能是测试战斗或 debug 入口	medium	low	runtime_test 模式仅允许从这类入口显式启用。	可作为 runtime_test 白名单入口。
debug_or_test_entry	scripts/Main_data.gd	_validate_game_data	reward	"_set_data_error(""奖励池引用了不存在的卡牌 %s"" % reward_card_id)"	可能是测试战斗或 debug 入口	medium	low	runtime_test 模式仅允许从这类入口显式启用。	可作为 runtime_test 白名单入口。
debug_or_test_entry	scripts/Main_foundation.gd	line:12	rewards	"""rewards"": ""res://data/rewards.json"""	可能是测试战斗或 debug 入口	medium	low	runtime_test 模式仅允许从这类入口显式启用。	可作为 runtime_test 白名单入口。
debug_or_test_entry	scripts/Main_foundation.gd	reward_options	reward	var reward_options: Array = []	可能是测试战斗或 debug 入口	medium	low	runtime_test 模式仅允许从这类入口显式启用。	可作为 runtime_test 白名单入口。
debug_or_test_entry	scripts/Main_foundation.gd	reward_pending	reward	var reward_pending := false	可能是测试战斗或 debug 入口	medium	low	runtime_test 模式仅允许从这类入口显式启用。	可作为 runtime_test 白名单入口。
debug_or_test_entry	scripts/Main_foundation.gd	reward_pool	reward	var reward_pool: Array = []	可能是测试战斗或 debug 入口	medium	low	runtime_test 模式仅允许从这类入口显式启用。	可作为 runtime_test 白名单入口。
debug_or_test_entry	scripts/Main_route.gd	_apply_order_choice	reward	var pool := reward_pool.duplicate()	可能是测试战斗或 debug 入口	medium	low	runtime_test 模式仅允许从这类入口显式启用。	可作为 runtime_test 白名单入口。
debug_or_test_entry	scripts/Main_route.gd	_resolve_school_node	reward	"actions.append({""text"": _reward_text(card_id), ""callback"": Callable(self, ""_pick_reward_from_school"").bind(card_id, node[""next""])})"	可能是测试战斗或 debug 入口	medium	low	runtime_test 模式仅允许从这类入口显式启用。	可作为 runtime_test 白名单入口。
debug_or_test_entry	scripts/Main_route.gd	_show_class_select	reward	reward_pending = false	可能是测试战斗或 debug 入口	medium	low	runtime_test 模式仅允许从这类入口显式启用。	可作为 runtime_test 白名单入口。
debug_or_test_entry	scripts/Main_runtime.gd	_on_next_pressed	reward	if reward_pending:	可能是测试战斗或 debug 入口	medium	low	runtime_test 模式仅允许从这类入口显式启用。	可作为 runtime_test 白名单入口。
debug_or_test_entry	scripts/Main_ui.gd	_intent_status_text	获得	"extras.append(""获得 %d 格挡"" % intent[""guard""])"	可能是测试战斗或 debug 入口	medium	low	runtime_test 模式仅允许从这类入口显式启用。	可作为 runtime_test 白名单入口。
debug_or_test_entry	scripts/Main_ui.gd	_refresh_hand_buttons	reward	"button.disabled = battle_over or reward_pending or _card_cost(card_id) > player[""momentum""]"	可能是测试战斗或 debug 入口	medium	low	runtime_test 模式仅允许从这类入口显式启用。	可作为 runtime_test 白名单入口。
debug_or_test_entry	scripts/battle_controller_visual_narrative_context_result.gd	_on_continue_narrative_pressed	result	"_set_battle_result_debug_text(""战斗结果：debug 强制胜利，进入结算确认"")"	可能是测试战斗或 debug 入口	medium	low	runtime_test 模式仅允许从这类入口显式启用。	可作为 runtime_test 白名单入口。
debug_or_test_entry	scripts/battle_controller_visual_narrative_context_result.gd	_update_battle_result_debug	result	"_set_battle_result_debug_text(""战斗结果：phase=%s｜player_hp=%d｜enemy_hp=%d｜未结算，可点击返回剧情"" % [str(state_machine.phase), player.hp, enemy.hp])"	可能是测试战斗或 debug 入口	medium	low	runtime_test 模式仅允许从这类入口显式启用。	可作为 runtime_test 白名单入口。
debug_or_test_entry	scripts/narrative_battle_context.gd	consume_debug_entry	clear	pending_debug_entry.clear()	可能是测试战斗或 debug 入口	medium	low	runtime_test 模式仅允许从这类入口显式启用。	可作为 runtime_test 白名单入口。
debug_or_test_entry	scripts/narrative_demo_canonical_controller.gd	CanonicalBattleRewardRuntime	reward	"const CanonicalBattleRewardRuntime := preload(""res://scripts/narrative/canonical_battle_reward_runtime.gd"")"	可能是测试战斗或 debug 入口	medium	low	runtime_test 模式仅允许从这类入口显式启用。	可作为 runtime_test 白名单入口。
debug_or_test_entry	scripts/narrative_demo_choice_combat_controller.gd	_apply_battle_growth	reward	var growth := _battle_growth_reward_for_source(source_index)	可能是测试战斗或 debug 入口	medium	low	runtime_test 模式仅允许从这类入口显式启用。	可作为 runtime_test 白名单入口。
debug_or_test_entry	scripts/narrative_demo_fragmented_controller.gd	_render_ending	结算	"status_label.text = ""单局结算"""	可能是测试战斗或 debug 入口	medium	low	runtime_test 模式仅允许从这类入口显式启用。	可作为 runtime_test 白名单入口。
debug_or_test_entry	scripts/narrative_demo_safe_controller.gd	_apply_default_map_reward	reward	_safe_runtime().apply_default_map_reward(target_index)	可能是测试战斗或 debug 入口	medium	low	runtime_test 模式仅允许从这类入口显式启用。	可作为 runtime_test 白名单入口。
debug_or_test_entry	scripts/narrative_demo_ui_focus_controller.gd	_ensure_ending_settlement_popup	settlement	func _ensure_ending_settlement_popup() -> void:	可能是测试战斗或 debug 入口	medium	low	runtime_test 模式仅允许从这类入口显式启用。	可作为 runtime_test 白名单入口。
debug_or_test_entry	scripts/narrative_demo_ui_focus_controller.gd	_render_ending	settlement	_show_ending_settlement_popup()	可能是测试战斗或 debug 入口	medium	low	runtime_test 模式仅允许从这类入口显式启用。	可作为 runtime_test 白名单入口。
debug_or_test_entry	scripts/narrative_demo_ui_focus_controller.gd	ending_settlement_confirm	settlement	var ending_settlement_confirm: Button	可能是测试战斗或 debug 入口	medium	low	runtime_test 模式仅允许从这类入口显式启用。	可作为 runtime_test 白名单入口。
debug_or_test_entry	scripts/narrative_demo_ui_focus_controller.gd	ending_settlement_layer	settlement	var ending_settlement_layer: Control	可能是测试战斗或 debug 入口	medium	low	runtime_test 模式仅允许从这类入口显式启用。	可作为 runtime_test 白名单入口。
debug_or_test_entry	scripts/narrative_demo_ui_focus_controller.gd	ending_settlement_panel	settlement	var ending_settlement_panel: PanelContainer	可能是测试战斗或 debug 入口	medium	low	runtime_test 模式仅允许从这类入口显式启用。	可作为 runtime_test 白名单入口。
debug_or_test_entry	scripts/narrative_demo_ui_focus_controller.gd	ending_settlement_text	settlement	var ending_settlement_text: RichTextLabel	可能是测试战斗或 debug 入口	medium	low	runtime_test 模式仅允许从这类入口显式启用。	可作为 runtime_test 白名单入口。
debug_or_test_entry	scripts/narrative_demo_ui_focus_tuned_controller.gd	StrategicRewardRuntime	reward	"const StrategicRewardRuntime := preload(""res://scripts/narrative/strategic_reward_runtime.gd"")"	可能是测试战斗或 debug 入口	medium	low	runtime_test 模式仅允许从这类入口显式启用。	可作为 runtime_test 白名单入口。
debug_or_test_entry	scripts/narrative_demo_ui_focus_tuned_controller.gd	_reward_runtime	reward	return _strategic_reward_runtime	可能是测试战斗或 debug 入口	medium	low	runtime_test 模式仅允许从这类入口显式启用。	可作为 runtime_test 白名单入口。
debug_or_test_entry	scripts/narrative_demo_ui_focus_tuned_controller.gd	_strategic_reward_runtime	reward	var _strategic_reward_runtime	可能是测试战斗或 debug 入口	medium	low	runtime_test 模式仅允许从这类入口显式启用。	可作为 runtime_test 白名单入口。
debug_or_test_entry	scripts/narrative_demo_ui_focus_tuned_controller.gd	line:6	reward	# Do not add new business logic here directly. New strategic, network, reward,	可能是测试战斗或 debug 入口	medium	low	runtime_test 模式仅允许从这类入口显式启用。	可作为 runtime_test 白名单入口。
debug_or_test_entry	scripts/narrative_demo_ui_focus_tuned_controller.gd	selected_strategic_card_reward	reward	"var selected_strategic_card_reward := """""	可能是测试战斗或 debug 入口	medium	low	runtime_test 模式仅允许从这类入口显式启用。	可作为 runtime_test 白名单入口。
debug_or_test_entry	scripts/safe_demo_runtime.gd	consume_battle_result_if_needed	clear	NarrativeBattleContext.clear()	可能是测试战斗或 debug 入口	medium	low	runtime_test 模式仅允许从这类入口显式启用。	可作为 runtime_test 白名单入口。
debug_or_test_entry	scripts/safe_demo_runtime.gd	consume_battle_result_if_needed	result	"elif result == ""lose"":"	可能是测试战斗或 debug 入口	medium	low	runtime_test 模式仅允许从这类入口显式启用。	可作为 runtime_test 白名单入口。
debug_or_test_entry	scripts/safe_demo_runtime.gd	consume_battle_result_if_needed	reward	apply_battle_result_reward(c.node_index)	可能是测试战斗或 debug 入口	medium	low	runtime_test 模式仅允许从这类入口显式启用。	可作为 runtime_test 白名单入口。
debug_or_test_entry	scripts/safe_demo_view.gd	render_ending	结算	"c.status_label.text = ""单局结算"""	可能是测试战斗或 debug 入口	medium	low	runtime_test 模式仅允许从这类入口显式启用。	可作为 runtime_test 白名单入口。
unknown_candidate	data/cards.json	line:106	获得	"""text"": ""获得 6 格挡。若本回合未受伤，回合结束再获得 1 势。"","	可能只是 UI 文案或无关匹配	low	low	保留观察，不作为首批接入点。	后续按上下文二次人工筛选。
unknown_candidate	data/cards.json	line:140	获得	"""text"": ""获得 4 格挡，并削敌 2 势。若处于优势距离，再削 1 势。"","	可能只是 UI 文案或无关匹配	low	low	保留观察，不作为首批接入点。	后续按上下文二次人工筛选。
unknown_candidate	data/cards.json	line:194	获得	"""text"": ""距离 +1，本回合获得 2 格挡。"","	可能只是 UI 文案或无关匹配	low	low	保留观察，不作为首批接入点。	后续按上下文二次人工筛选。
unknown_candidate	data/cards.json	line:210	获得	"""text"": ""距离 +1，若进入你的优势距离则获得 1 格挡。"","	可能只是 UI 文案或无关匹配	low	low	保留观察，不作为首批接入点。	后续按上下文二次人工筛选。
unknown_candidate	data/cards.json	line:6	获得	"""text"": ""获得 2 势并抽 1 张牌。"","	可能只是 UI 文案或无关匹配	low	low	保留观察，不作为首批接入点。	后续按上下文二次人工筛选。
unknown_candidate	data/design/generated_battle_reward_legacy_flow_report.md	line:1	reward	# Battle Reward 旧流程定位报告	可能只是 UI 文案或无关匹配	low	low	保留观察，不作为首批接入点。	后续按上下文二次人工筛选。
unknown_candidate	data/design/generated_battle_reward_legacy_flow_report.md	line:12	奖励	- 旧奖励数据源候选数：22	可能只是 UI 文案或无关匹配	low	low	保留观察，不作为首批接入点。	后续按上下文二次人工筛选。
unknown_candidate	data/design/generated_battle_reward_legacy_flow_report.md	line:13	奖励	- 奖励生成函数候选数：8	可能只是 UI 文案或无关匹配	low	low	保留观察，不作为首批接入点。	后续按上下文二次人工筛选。
unknown_candidate	data/design/generated_battle_reward_legacy_flow_report.md	line:14	战斗结算	- 战斗结算入口候选数：4	可能只是 UI 文案或无关匹配	low	low	保留观察，不作为首批接入点。	后续按上下文二次人工筛选。
unknown_candidate	data/design/generated_battle_reward_legacy_flow_report.md	line:15	奖励	- 奖励展示入口候选数：4	可能只是 UI 文案或无关匹配	low	low	保留观察，不作为首批接入点。	后续按上下文二次人工筛选。
unknown_candidate	data/design/generated_battle_reward_legacy_flow_report.md	line:16	奖励	- 奖励应用入口候选数：6	可能只是 UI 文案或无关匹配	low	low	保留观察，不作为首批接入点。	后续按上下文二次人工筛选。
unknown_candidate	data/design/generated_battle_reward_legacy_flow_report.md	line:19	奖励	- 是否存在多个奖励来源：是	可能只是 UI 文案或无关匹配	low	low	保留观察，不作为首批接入点。	后续按上下文二次人工筛选。
unknown_candidate	data/design/generated_battle_reward_legacy_flow_report.md	line:23	reward	- `scripts/narrative_demo_canonical_controller.gd`::_battle_reward_for_source：可作为 shadow 对比基线。	可能只是 UI 文案或无关匹配	low	low	保留观察，不作为首批接入点。	后续按上下文二次人工筛选。
unknown_candidate	data/design/generated_battle_reward_legacy_flow_report.tsv	line:2	settlement	"high_risk_touchpoint	data/story_battles/story_encounters.tsv	line:1	settlement	""encounter_id	display_name	player_template_id	player_deck_id	player_stat_set_id	opponent_template_id	opponent_deck_id	opponent_stat_set_id	settlement_mode	pressure_profile	intent_visibility_policy	notes""	不建议直接修改的高风险文件触点	high	high	保持只读，避免在 v1.0a 修改该文件。	主流程关键文件，当前阶段仅允许静态定位。"	可能只是 UI 文案或无关匹配	low	low	保留观察，不作为首批接入点。	后续按上下文二次人工筛选。
unknown_candidate	data/design/generated_battle_reward_legacy_flow_report.tsv	line:3	settlement	"high_risk_touchpoint	scenes/MainVisual.tscn	line:13	settlement	""settlement_mode_id = """"reactive""""""	不建议直接修改的高风险文件触点	high	high	保持只读，避免在 v1.0a 修改该文件。	主流程关键文件，当前阶段仅允许静态定位。"	可能只是 UI 文案或无关匹配	low	low	保留观察，不作为首批接入点。	后续按上下文二次人工筛选。
unknown_candidate	data/design/generated_battle_reward_legacy_flow_report.tsv	line:4	settlement	"high_risk_touchpoint	scripts/battle_state_machine.gd	set_settlement_mode	settlement	settlement_mode = value	不建议直接修改的高风险文件触点	high	high	保持只读，避免在 v1.0a 修改该文件。	主流程关键文件，当前阶段仅允许静态定位。"	可能只是 UI 文案或无关匹配	low	low	保留观察，不作为首批接入点。	后续按上下文二次人工筛选。
